time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
214.15	6.9115	0.13000	0.49346	8.3836	3.9790
214.29	6.9115	0.13000	1.3288	3.1132	3.9790
214.71	6.9115	0.13000	1.8945	2.1837	3.9790
215.13	6.9115	0.13000	2.2653	1.8263	3.9790
215.27	6.9115	0.13000	1.5321	2.7002	3.9790
215.69	6.9115	0.13000	1.3062	3.1673	3.9790
216.11	6.9115	0.13000	1.4115	2.9310	3.9790
216.25	6.9115	0.13000	1.5180	2.7253	3.9790
216.53	6.9115	0.13000	1.2085	3.4234	3.9790
216.67	6.9115	0.13000	0.86301	4.7937	3.9790
216.95	6.9115	0.13000	1.8907	2.1881	3.9790
217.09	6.9115	0.13000	1.4993	2.7594	3.9790
217.37	6.9115	0.13000	1.4158	2.9221	3.9790
217.51	6.9115	0.13000	1.9516	2.1198	3.9790
217.79	6.9115	0.13000	1.8522	2.2336	3.9790
217.93	6.9115	0.13000	1.7653	2.3435	3.9790
218.21	6.9115	0.13000	2.7533	1.5026	3.9790
218.35	6.9115	0.13000	3.5386	1.1691	3.9790
218.63	6.9115	0.13000	1.8343	2.2553	3.9790
218.77	6.9115	0.13000	2.0257	2.0422	3.9790
219.05	6.9115	0.13000	2.0651	2.0033	3.9790
219.19	6.9115	0.13000	2.8526	1.4503	3.9790
219.47	6.9115	0.13000	2.9922	1.3826	3.9790
219.61	6.9115	0.13000	2.1478	1.9262	3.9790
219.89	6.9115	0.13000	2.5152	1.6448	3.9790
220.03	6.9115	0.13000	2.4146	1.7133	3.9790
220.31	6.9115	0.13000	1.8709	2.2112	3.9790
220.73	6.9115	0.13000	1.5063	2.7465	3.9790
221.15	6.9115	0.13000	1.6580	2.4951	3.9790
221.29	6.9115	0.13000	1.7334	2.3867	3.9790
221.57	6.9115	0.13000	0.97397	4.2476	3.9790
221.71	6.9115	0.13000	1.7929	2.3074	3.9790
221.99	6.9115	0.13000	2.0802	1.9888	3.9790
222.13	6.9115	0.13000	2.2727	1.8203	3.9790
222.40	6.9115	0.13000	0.42856	9.6533	3.9790
222.54	6.9115	0.13000	2.0647	2.0037	3.9790
222.96	6.9115	0.13000	1.3468	3.0718	3.9790
223.38	6.9115	0.13000	2.1401	1.9331	3.9790
223.52	6.9115	0.13000	1.3649	3.0311	3.9790
223.80	6.9115	0.13000	3.5436	1.1674	3.9790
223.94	6.9115	0.13000	1.5190	2.7234	3.9790
224.36	6.9115	0.13000	1.3891	2.9783	3.9790
224.50	6.9115	0.13000	0.99935	4.1397	3.9790
224.78	6.9115	0.13000	1.5775	2.6224	3.9790
224.92	6.9115	0.13000	1.0310	4.0124	3.9790
225.20	6.9115	0.13000	0.68568	6.0335	3.9790
225.34	6.9115	0.13000	0.88350	4.6825	3.9790
225.62	6.9115	0.13000	0.62856	6.5817	3.9790
225.76	6.9115	0.13000	0.39198	10.554	3.9790
226.18	6.9115	0.13000	0.99920	4.1403	3.9790
226.60	6.9115	0.13000	1.4720	2.8106	3.9790
226.74	6.9115	0.13000	1.0712	3.8621	3.9790
227.02	6.9115	0.13000	0.92475	4.4736	3.9790
227.16	6.9115	0.13000	1.5982	2.5886	3.9790
227.58	6.9115	0.13000	1.3415	3.0838	3.9790
228.00	6.9115	0.13000	1.1869	3.4857	3.9790
228.42	6.9115	0.13000	0.33451	12.367	3.9790
228.56	6.9115	0.13000	1.8417	2.2463	3.9790
228.84	6.9115	0.13000	0.62336	6.6366	3.9790
228.98	6.9115	0.13000	1.6225	2.5498	3.9790
229.40	6.9115	0.13000	1.2796	3.2330	3.9790
229.82	6.9115	0.13000	1.6994	2.4344	3.9790
229.96	6.9115	0.13000	0.58613	7.0582	3.9790
230.38	6.9115	0.13000	1.5365	2.6924	3.9790
230.80	6.9115	0.13000	0.95056	4.3521	3.9790
231.22	6.9115	0.13000	1.3096	3.1589	3.9790
231.36	6.9115	0.13000	2.9939	1.3818	3.9790
231.78	6.9115	0.13000	1.0376	3.9870	3.9790
232.20	6.9115	0.13000	1.0234	4.0423	3.9790
232.48	6.9115	0.13000	0.90098	4.5917	3.9790
232.62	6.9115	0.13000	0.47841	8.6473	3.9790
232.76	6.9115	0.13000	1.7194	2.4061	3.9790
233.18	6.9115	0.13000	1.2431	3.3279	3.9790
233.32	6.9115	0.13000	0.45533	9.0857	3.9790
233.59	6.9115	0.13000	1.2527	3.3024	3.9790
234.01	6.9115	0.13000	1.7715	2.3353	3.9790
234.15	6.9115	0.13000	2.2771	1.8168	3.9790
234.43	6.9115	0.13000	0.54820	7.5465	3.9790
234.57	6.9115	0.13000	1.2304	3.3624	3.9790
234.85	6.9115	0.13000	1.4645	2.8249	3.9790
234.99	6.9115	0.13000	1.4997	2.7585	3.9790
235.41	6.9115	0.13000	1.3246	3.1232	3.9790
235.83	6.9115	0.13000	1.4466	2.8598	3.9790
235.97	6.9115	0.13000	2.2188	1.8645	3.9790
236.53	6.9115	0.13000	2.8141	1.4701	3.9790
236.81	6.9115	0.13000	2.1363	1.9365	3.9790
237.23	6.9115	0.13000	1.2739	3.2475	3.9790
237.37	6.9115	0.13000	2.1702	1.9062	3.9790
237.65	6.9115	0.13000	0.93128	4.4423	3.9790
238.21	6.9115	0.13000	0.91036	4.5444	3.9790
238.49	6.9115	0.13000	0.44574	9.2813	3.9790
238.63	6.9115	0.13000	0.77679	5.3258	3.9790
239.05	6.9115	0.13000	1.5107	2.7385	3.9790
239.19	6.9115	0.13000	1.7054	2.4258	3.9790
239.61	6.9115	0.13000	1.1356	3.6431	3.9790
240.03	6.9115	0.13000	1.0985	3.7659	3.9790
240.59	6.9115	0.13000	1.1319	3.6550	3.9790
241.43	6.9115	0.13000	0.82911	4.9897	3.9790
241.85	6.9115	0.13000	1.1615	3.5618	3.9790
241.99	6.9115	0.13000	0.61238	6.7556	3.9790
242.41	6.9115	0.13000	1.2801	3.2319	3.9790
242.83	6.9115	0.13000	0.91691	4.5119	3.9790
243.25	6.9115	0.13000	1.2541	3.2988	3.9790
243.39	6.9115	0.13000	0.33699	12.276	3.9790
243.81	6.9115	0.13000	1.5103	2.7391	3.9790
244.09	6.9115	0.13000	0.76255	5.4252	3.9790
244.23	6.9115	0.13000	0.90234	4.5848	3.9790
244.65	6.9115	0.13000	1.3992	2.9567	3.9790
245.06	6.9115	0.13000	1.5529	2.6641	3.9790
245.20	6.9115	0.13000	1.0080	4.1040	3.9790
245.62	6.9115	0.13000	1.3891	2.9781	3.9790
246.04	6.9115	0.13000	0.78969	5.2388	3.9790
246.18	6.9115	0.13000	2.8748	1.4391	3.9790
246.46	6.9115	0.13000	0.91507	4.5210	3.9790
246.88	6.9115	0.13000	0.90283	4.5823	3.9790
247.44	6.9115	0.13000	1.0365	3.9914	3.9790
247.86	6.9115	0.13000	1.2138	3.4082	3.9790
248.00	6.9115	0.13000	1.0745	3.8503	3.9790
248.42	6.9115	0.13000	1.2004	3.4464	3.9790
248.56	6.9115	0.13000	0.32480	12.737	3.9790
248.84	6.9115	0.13000	1.2742	3.2467	3.9790
249.26	6.9115	0.13000	1.1586	3.5707	3.9790
249.40	6.9115	0.13000	1.1150	3.7103	3.9790
249.68	6.9115	0.13000	0.89292	4.6331	3.9790
249.82	6.9115	0.13000	0.88025	4.6998	3.9790
250.24	6.9115	0.13000	1.4484	2.8562	3.9790
250.66	6.9115	0.13000	1.2904	3.2059	3.9790
250.80	6.9115	0.13000	1.3904	2.9755	3.9790
251.08	6.9115	0.13000	0.57211	7.2311	3.9790
251.22	6.9115	0.13000	1.3718	3.0157	3.9790
251.36	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
	6.9115	0.13000			3.9790
