time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
	1.0053	0.13000			26.615
