time s	psi(t) rad	time s (max)	psi Max	derivative psiMax	J	time s (min)	psi Min	derivative psiMin
16.395	-0.55789							
16.544	-0.49496							
16.693	-0.43336							
16.842	-0.35192							
16.991	-0.24247							
17.140	-0.10228							
17.289	0.035980							
17.438	0.19739							
17.587	0.29735							
17.736	0.38528							
17.885	0.44666							
18.034	0.49609							
18.183	0.54541							
18.332	0.59714							
18.481	0.64706							
18.630	0.68475							
18.779	0.73028							
18.928	0.75219							
19.077	0.74727							
19.226	-0.10250							
19.375	-0.54941							
19.524	-0.55032							
19.674	-0.49957							
19.823	-0.44860							
19.972	-0.37193							
20.121	-0.28261							
20.270	-0.17370							
20.419	-0.051300							
20.568	0.092098							
20.717	0.22608							
20.866	0.31862							
21.015	0.39986							
21.164	0.46823							
21.313	0.55453							
21.462	0.60186							
21.611	0.63694							
21.760	0.66782							
21.909	0.70669							
22.058	0.74308							
22.207	0.76427							
22.356	0.78252							
22.505	0.76013							
22.654	-0.30027							
22.803	-0.43179							
22.952	-0.48069							
23.101	-0.46485							
23.250	-0.37702							
23.400	-0.31273							
23.549	-0.21089							
23.698	-0.082961							
23.847	0.051716							
23.996	0.20298							
24.145	0.28782							
24.294	0.36092							
24.443	0.44466							
24.592	0.55298							
24.741	0.61342							
24.890	0.65319							
25.039	0.68639							
25.188	0.73010							
25.337	0.76749							
25.486	0.78833							
25.635	0.79951							
25.784	0.76501							
25.933	-0.40195							
26.082	-0.50738							
26.231	-0.42945							
26.380	-0.38057							
26.529	-0.29181							
26.678	-0.17292							
26.827	-0.12990							
26.977	0.032553							
27.126	0.16347							
27.275	0.27334							
27.424	0.35815							
27.573	0.44067							
27.722	0.53158							
27.871	0.59292							
28.020	0.62341							
28.169	0.65962							
28.318	0.68196							
28.467	0.70615							
28.616	0.72833							
28.765	0.73700							
28.914	0.72489							
29.063	0.48998							
29.212	-0.53581							
29.361	-0.57533							
29.510	-0.54087							
29.659	-0.44797							
29.808	-0.37292							
29.957	-0.24893							
30.106	-0.13966							
30.255	0.014484							
30.404	0.13640							
30.554	0.27345							
30.703	0.38333							
30.852	0.52317							
31.001	0.60788							
31.150	0.67299							
31.299	0.71325							
31.448	0.73457							
31.597	0.76316							
31.746	0.78998							
31.895	0.81013							
32.044	0.82419							
32.193	0.82796							
32.342	0.81692							
32.491	-0.22966							
32.640	-0.50571							
32.789	-0.47884							
32.938	-0.40353							
33.087	-0.32751							
33.236	-0.18755							
33.385	-0.070472							
33.534	0.056729							
33.683	0.17587							
33.832	0.30545							
33.981	0.40668							
34.131	0.49820							
34.280	0.58563							
34.429	0.66761							
34.578	0.73272							
34.727	0.75418							
34.876	0.78212							
35.025	0.79646							
35.174	0.81945							
35.323	0.84355							
35.472	0.84731							
35.621	0.84865							
35.770	0.78549							
35.919	-0.36308							
36.068	-0.35998							
36.217	-0.28740							
36.366	-0.19843							
36.515	-0.12650							
36.664	-0.044750							
36.813	0.12754							
36.962	0.22259							
37.111	0.32894							
37.260	0.41567							
37.409	0.48697							
37.558	0.56705							
37.708	0.65282							
37.857	0.75870							
38.006	0.78356							
38.155	0.81552							
38.304	0.84644							
38.453	0.98303							
38.602	1.0957							
38.751	1.1166							
38.900	0.97809							
39.049	1.0188							
39.198	0.95813							
39.347	-0.28184							
39.496	-0.16789							
39.645	-0.11636							
39.794	-0.064878							
39.943	0.0036467							
40.092	0.11146							
40.241	0.29563							
40.390	0.41306							
40.539	0.50055							
40.688	0.60681							
40.837	0.70119							
40.986	0.72934							
41.136	0.74873							
41.285	0.78623							
41.434	0.83306							
41.583	0.86968							
41.732	0.90986							
41.881	0.97124							
42.030	1.0453							
42.179	1.1334							
42.328	1.1922							
42.477	1.2289							
42.626	1.2512							
42.775	1.1925							
42.924	0.066764							
43.073	-0.034824							
43.222	0.066007							
43.371	0.17573							
43.520	0.29765							
43.669	0.41077							
43.818	0.56035							
43.967	0.64566							
44.116	0.70846							
44.265	0.75350							
44.414	0.79044							
44.563	0.82780							
44.713	0.86324							
44.862	0.91197							
45.011	0.97997							
45.160	1.0992							
45.309	1.1984							
45.458	1.3000							
45.607	1.4031							
45.756	1.4662							
45.905	1.5361							
46.054	1.6118							
46.203	1.6504							
46.352	1.5646							
46.501	0.61835							
46.650	0.40474							
46.799	0.44982							
46.948	0.54462							
47.097	0.63940							
47.246	0.69996							
47.395	0.74052							
47.544	0.79827							
47.693	0.83132							
47.842	0.87590							
47.991	0.92756							
48.140	1.0721							
48.290	1.2506							
48.439	1.3635							
48.588	1.4517							
48.737	1.5274							
48.886	1.6229							
49.035	1.6683							
49.184	1.7252							
49.333	1.7549							
49.482	1.7892							
49.631	1.7890							
49.780	1.3891							
49.929	0.62401							
50.078	0.54811							
50.227	0.59971							
50.376	0.67999							
50.525	0.75369							
50.674	0.79978							
50.823	0.84769							
50.972	0.90161							
51.121	0.99290							
51.270	1.2114							
51.419	1.3665							
51.568	1.4890							
51.717	1.5996							
51.867	1.6979							
52.016	1.7537							
52.165	1.7925							
52.314	1.8206							
52.463	1.8440							
52.612	1.8853							
52.761	1.9139							
52.910	1.9336							
53.059	1.9108							
53.208	0.92523							
53.357	0.71015							
53.506	0.70941							
53.655	0.72724							
53.804	0.77753							
53.953	0.81723							
54.102	0.85608							
54.251	0.90150							
54.400	0.95989							
54.549	1.0745							
54.698	1.2602							
54.847	1.4911							
54.996	1.6515							
55.145	1.7088							
55.294	1.7881							
55.444	1.8487							
55.593	1.9134							
55.742	1.9632							
55.891	2.0023							
56.040	2.0275							
56.189	2.0777							
56.338	2.1111							
56.487	2.0980							
56.636	1.1975							
56.785	0.94913							
56.934	0.82221							
57.083	0.81752							
57.232	0.86377							
57.381	0.92564							
57.530	1.0044							
57.679	1.1066							
57.828	1.3357							
57.977	1.5126							
58.126	1.6216							
58.275	1.6492							
58.424	1.8053							
58.573	1.8864							
58.722	1.9487							
58.871	1.9956							
59.021	2.0524							
59.170	2.0637							
59.319	2.1345							
59.468	2.1671							
59.617	2.1894							
59.766	2.2128							
59.915	1.8013							
60.064	0.86090							
60.213	0.83576							
60.362	0.85022							
60.511	0.89781							
60.660	0.93774							
60.809	1.0145							
60.958	1.1366							
61.107	1.3206							
61.256	1.5425							
61.405	1.6688							
61.554	1.7704							
61.703	1.8589							
61.852	1.9153							
62.001	1.9645							
62.150	2.0139							
62.299	2.0614							
62.448	2.1055							
62.597	2.1410							
62.747	2.1703							
62.896	2.1992							
63.045	2.1996							
63.194	1.5322							
63.343	0.83153							
63.492	0.81253							
63.641	0.82747							
63.790	0.87803							
63.939	0.94226							
64.088	1.0410							
64.237	1.2054							
64.386	1.4096							
64.535	1.5209							
64.684	1.6643							
64.833	1.7515							
64.982	1.8151							
65.131	1.8776							
65.280	1.9260							
65.429	2.0026							
65.578	2.0650							
65.727	2.1251							
65.876	2.1673							
66.025	2.2070							
66.174	2.2295							
66.324	2.2376							
66.473	2.1029							
66.622	0.88380							
66.771	0.84412							
66.920	0.86310							
67.069	0.90060							
67.218	0.93865							
67.367	1.0168							
67.516	1.1466							
67.665	1.3567							
67.814	1.5044							
67.963	1.6183							
68.112	1.7000							
68.261	1.7841							
68.410	1.8815							
68.559	1.9303							
68.708	1.9609							
68.857	1.9968							
69.006	2.0515							
69.155	2.0975							
69.304	2.1463							
69.453	2.1602							
69.602	2.1477							
69.752	1.7324							
69.901	0.90108							
70.050	0.87933							
70.199	0.90152							
70.348	0.94637							
70.497	1.0321							
70.646	1.1468							
70.795	1.2908							
70.944	1.4899							
71.093	1.6300							
71.242	1.7086							
71.391	1.7647							
71.540	1.8280							
71.689	1.8839							
71.838	1.9310							
71.987	1.9745							
72.136	1.9963							
72.285	2.0290							
72.434	2.0674							
72.583	2.0764							
72.732	2.0918							
72.881	2.0507							
73.030	0.92888							
73.179	0.86532							
73.328	0.87775							
73.478	0.91130							
73.627	0.95129							
73.776	1.0139							
73.925	1.1184							
74.074	1.2777							
74.223	1.4385							
74.372	1.6069							
74.521	1.7246							
74.670	1.8354							
74.819	1.9041							
74.968	2.0645							
75.117	1.9659							
75.266	1.9832							
75.415	1.9981							
75.564	2.0165							
75.713	2.0513							
75.862	2.1152							
76.011	2.1569							
76.160	2.1461							
76.309	1.8895							
76.458	0.99477							
76.607	0.92135							
76.756	0.93217							
76.906	0.96235							
77.055	1.0170							
77.204	1.1403							
77.353	1.2832							
77.502	1.4693							
77.651	1.6525							
77.800	1.7799							
77.949	1.8901							
78.098	1.9577							
78.247	2.0016							
78.396	2.0294							
78.545	2.0510							
78.694	2.1418							
78.843	2.1807							
78.992	2.2276							
79.141	2.3000							
79.290	2.4081							
79.439	2.5596							
79.588	2.6170							
79.737	2.6906							
79.886	2.7611							
80.035	2.7969							
80.184	2.3141							
80.333	1.9168							
80.482	1.7925							
80.632	1.7252							
80.781	1.6890							
80.930	1.7807							
81.079	1.8747							
81.228	1.9453							
81.377	1.9906							
81.526	2.0204							
81.675	2.1028							
81.824	2.1584							
81.973	2.1909							
82.122	2.3036							
82.271	2.3907							
82.420	2.5088							
82.569	2.4438							
82.718	2.5529							
82.867	2.6070							
83.016	2.6222							
83.165	2.6079							
83.314	2.0101							
83.463	1.6399							
83.612	1.5709							
83.761	1.5684							
83.910	1.6433							
84.060	1.7253							
84.209	1.8333							
84.358	1.9151							
84.507	1.9965							
84.656	2.0574							
84.805	2.1053							
84.954	2.1600							
85.103	2.2130							
85.252	2.3079							
85.401	2.3690							
85.550	2.4209							
85.699	2.4773							
85.848	2.6134							
85.997	2.6724							
86.146	2.7339							
86.295	2.9195							
86.444	3.0872							
86.593	3.2847							
86.742	3.4051							
86.891	3.4526							
87.040	3.4807							
87.189	3.5132							
87.338	3.5520							
87.487	3.5227							
87.636	2.5986							
87.786	2.4347							
87.935	2.4063							
88.084	2.4233							
88.233	2.4557							
88.382	2.5428							
88.531	2.6209							
88.680	2.7135							
88.829	2.8371							
88.978	2.9368							
89.127	3.1219							
89.276	3.2600							
89.425	3.3769							
89.574	3.4855							
89.723	3.4732							
89.872	3.4577							
90.021	3.4838							
90.170	3.4844							
90.319	3.7917							
90.468	3.9525							
90.617	4.0001							
90.766	4.0349							
90.915	4.0505							
91.064	3.8829							
91.214	2.8282							
91.363	2.7421							
91.512	2.7378							
91.661	2.7752							
91.810	2.7969							
91.959	2.8844							
92.108	2.9602							
92.257	3.1410							
92.406	3.2781							
92.555	3.4714							
92.704	3.4953							
92.853	3.5090							
93.002	3.5388							
93.151	3.6034							
93.300	3.6552							
93.449	3.7159							
93.598	3.7963							
93.747	3.8922							
93.896	3.9654							
94.045	4.0586							
94.194	4.4613							
94.343	4.6367							
94.492	4.7903							
94.641	4.9409							
94.790	5.0135							
94.940	5.0759							
95.089	5.1268							
95.238	5.1748							
95.387	5.2145							
95.536	5.2266							
95.685	4.9410							
95.834	4.3749							
95.983	3.9880							
96.132	3.7766							
96.281	3.7461							
96.430	3.7691							
96.579	3.8286							
96.728	3.9656							
96.877	4.3681							
97.026	4.5140							
97.175	4.6396							
97.324	4.7201							
97.473	4.8094							
97.622	4.9384							
97.771	5.0402							
97.920	5.1013							
98.069	5.1424							
98.218	5.1811							
98.368	5.2329							
98.517	5.3655							
98.666	5.6766							
98.815	5.7981							
98.964	6.0069							
99.113	6.1972							
99.262	6.2712							
99.411	6.4180							
99.560	6.5229							
99.709	6.6015							
99.858	6.6568							
100.01	6.7696							
100.16	6.8670							
100.31	6.9267							
100.45	6.9970							
100.60	7.0521							
100.75	7.1045							
100.90	6.9368							
101.05	5.7735							
101.20	5.7778							
101.35	5.8140							
101.50	5.8510							
101.65	5.9710							
101.80	6.1023							
101.94	6.1568							
102.09	6.2472							
102.24	6.3819							
102.39	6.4796							
102.54	6.5644							
102.69	6.6774							
102.84	6.7734							
102.99	6.8254							
103.14	6.8676							
103.29	6.9179							
103.43	6.9929							
103.58	7.0613							
103.73	7.1308							
103.88	7.2285							
104.03	7.2859							
104.18	7.3272							
104.33	7.3032							
104.48	6.2954							
104.63	6.2010							
104.78	6.1875							
104.93	6.1908							
105.07	6.2485							
105.22	6.3109							
105.37	6.3687							
105.52	6.4460							
105.67	6.5798							
105.82	6.6850							
105.97	6.7714							
106.12	6.8087							
106.27	6.8475							
106.42	6.9069							
106.56	6.9704							
106.71	7.0218							
106.86	7.0922							
107.01	7.1707							
107.16	7.2471							
107.31	7.3536							
107.46	7.4864							
107.61	7.7862							
107.76	8.0863							
107.91	8.2672							
108.06	8.3464							
108.20	8.4296							
108.35	8.5249							
108.50	8.7137							
108.65	9.1996							
108.80	9.3401							
108.95	9.4155							
109.10	9.5914							
109.25	9.6754							
109.40	9.7409							
109.55	9.7897							
109.69	9.8728							
109.84	9.9359							
109.99	10.122							
110.14	10.242							
110.29	10.375							
110.44	10.492							
110.59	10.620							
110.74	10.740							
110.89	10.842							
111.04	10.918							
111.19	11.008							
111.33	11.208							
111.48	11.319							
111.63	11.357							
111.78	11.288							
111.93	9.9360							
112.08	9.8964							
112.23	9.8917							
112.38	9.9429							
112.53	10.006							
112.68	10.090							
112.82	10.173							
112.97	10.218							
113.12	10.295							
113.27	10.381							
113.42	10.470							
113.57	10.602							
113.72	10.715							
113.87	10.789							
114.02	10.893							
114.17	10.971							
114.31	11.078							
114.46	11.226							
114.61	11.298							
114.76	11.420							
114.91	11.532							
115.06	11.593							
115.21	11.550							
115.36	10.142							
115.51	10.008							
115.66	10.027							
115.81	10.085							
115.95	10.158							
116.10	10.229							
116.25	10.383							
116.40	10.508							
116.55	10.664							
116.70	10.774							
116.85	10.885							
117.00	11.000							
117.15	11.080							
117.30	11.153							
117.44	11.191							
117.59	11.315							
117.74	11.539							
117.89	11.714							
118.04	11.891							
118.19	12.036							
118.34	11.973							
118.49	12.019							
118.64	12.166							
118.79	12.292							
118.94	12.422							
119.08	12.481							
119.23	12.519							
119.38	12.507							
119.53	11.578							
119.68	11.020							
119.83	11.007							
119.98	11.048							
120.13	11.148							
120.28	11.278							
120.43	11.372							
120.57	11.490							
120.72	11.608							
120.87	11.685							
121.02	11.877							
121.17	12.019							
121.32	12.123							
121.47	12.189							
121.62	12.275							
121.77	12.394							
121.92	12.467							
122.07	12.477							
122.21	12.475							
122.36	12.626							
122.51	12.799							
122.66	12.960							
122.81	13.095							
122.96	13.186							
123.11	13.273							
123.26	13.468							
123.41	13.829							
123.56	13.969							
123.70	14.108							
123.85	14.265							
124.00	14.415							
124.15	14.396							
124.30	14.495							
124.45	14.625							
124.60	14.822							
124.75	14.971							
124.90	15.104							
125.05	15.270							
125.19	15.464							
125.34	15.462							
125.49	15.458							
125.64	15.480							
125.79	15.505							
125.94	15.512							
126.09	15.532							
126.24	14.198							
126.39	14.243							
126.54	14.266							
126.69	14.310							
126.83	14.341							
126.98	14.411							
127.13	14.523							
127.28	14.556							
127.43	14.651							
127.58	14.741							
127.73	14.861							
127.88	14.975							
128.03	15.059							
128.18	15.136							
128.32	15.226							
128.47	15.331							
128.62	15.405							
128.77	15.464							
128.92	15.535							
129.07	15.588							
129.22	15.648							
129.37	15.596							
129.52	14.455							
129.67	14.332							
129.82	14.344							
129.96	14.408							
130.11	14.518							
130.26	14.593							
130.41	14.676							
130.56	14.788							
130.71	14.875							
130.86	14.954							
131.01	15.044							
131.16	15.136							
131.31	15.203							
131.45	15.315							
131.60	15.395							
131.75	15.480							
131.90	15.553							
132.05	15.624							
132.20	15.687							
132.35	15.741							
132.50	15.813							
132.65	15.840							
132.80	15.837							
132.95	15.497							
133.09	14.565							
133.24	14.561							
133.39	14.633							
133.54	14.714							
133.69	14.772							
133.84	14.848							
133.99	14.927							
134.14	15.038							
134.29	15.137							
134.44	15.218							
134.58	15.307							
134.73	15.395							
134.88	15.460							
135.03	15.560							
135.18	15.645							
135.33	15.720							
135.48	15.784							
135.63	15.828							
135.78	15.890							
135.93	15.918							
136.08	15.918							
136.22	14.889							
136.37	14.563							
136.52	14.595							
136.67	14.676							
136.82	14.754							
136.97	14.799							
137.12	14.864							
137.27	14.931							
137.42	14.968							
137.57	15.020							
137.71	15.109							
137.86	15.283							
138.01	15.430							
138.16	15.486							
138.31	15.581							
138.46	15.680							
138.61	15.771							
138.76	15.838							
138.91	15.902							
139.06	15.951							
139.20	16.017							
139.35	16.051							
139.50	15.975							
139.65	14.897							
139.80	14.663							
139.95	14.695							
140.10	14.757							
140.25	14.817							
140.40	14.881							
140.55	14.933							
140.70	15.018							
140.84	15.097							
140.99	15.187							
141.14	15.301							
141.29	15.412							
141.44	15.504							
141.59	15.601							
141.74	15.665							
141.89	15.737							
142.04	15.821							
142.19	15.901							
142.33	15.933							
142.48	16.001							
142.63	16.021							
142.78	15.347							
142.93	14.817							
143.08	14.774							
143.23	14.787							
143.38	14.830							
143.53	14.903							
143.68	14.969							
143.83	15.029							
143.97	15.122							
144.12	15.208							
144.27	15.308							
144.42	15.400							
144.57	15.469							
144.72	15.553							
144.87	15.629							
145.02	15.702							
145.17	15.780							
145.32	15.863							
145.46	15.909							
145.61	15.984							
145.76	16.041							
145.91	16.106							
146.06	16.151							
146.21	15.393							
146.36	14.875							
146.51	14.839							
146.66	14.862							
146.81	14.904							
146.96	14.962							
147.10	15.034							
147.25	15.123							
147.40	15.208							
147.55	15.316							
147.70	15.394							
147.85	15.460							
148.00	15.535							
148.15	15.611							
148.30	15.694							
148.45	15.782							
148.59	15.848							
148.74	15.943							
148.89	16.016							
149.04	16.143							
149.19	16.264							
149.34	16.395							
149.49	16.482							
149.64	16.104							
149.79	15.521							
149.94	15.447							
150.08	15.384							
150.23	15.348							
150.38	15.322							
150.53	15.383							
150.68	15.396							
150.83	15.445							
150.98	15.530							
151.13	15.618							
151.28	15.715							
151.43	15.806							
151.58	15.891							
151.72	15.978							
151.87	16.070							
152.02	16.165							
152.17	16.234							
152.32	16.348							
152.47	16.401							
152.62	16.462							
152.77	16.484							
152.92	16.528							
153.07	16.557							
153.21	16.377							
153.36	15.326							
153.51	15.268							
153.66	15.311							
153.81	15.351							
153.96	15.349							
154.11	15.388							
154.26	15.434							
154.41	15.487							
154.56	15.596							
154.71	15.691							
154.85	15.808							
155.00	15.923							
155.15	16.029							
155.30	16.117							
155.45	16.174							
155.60	16.252							
155.75	16.315							
155.90	16.383							
156.05	16.415							
156.20	16.434							
156.34	16.480							
156.49	16.540							
156.64	16.655							
156.79	16.941							
156.94	17.065							
157.09	17.141							
157.24	17.226							
157.39	17.401							
157.54	17.611							
157.69	18.026							
157.84	18.361							
157.98	18.369							
158.13	18.455							
158.28	18.697							
158.43	18.796							
158.58	18.883							
158.73	19.011							
158.88	19.103							
159.03	19.284							
159.18	19.422							
159.33	19.532							
159.47	19.671							
159.62	19.880							
159.77	20.043							
159.92	20.186							
160.07	20.339							
160.22	20.460							
160.37	20.553							
160.52	20.657							
160.67	20.764							
160.82	20.907							
160.96	21.103							
161.11	21.270							
161.26	21.420							
161.41	21.528							
161.56	21.585							
161.71	21.655							
161.86	21.691							
162.01	21.777							
162.16	21.914							
162.31	22.040							
162.46	22.134							
162.60	22.232							
162.75	22.316							
162.90	22.377							
163.05	22.439							
163.20	22.525							
163.35	22.607							
163.50	22.701							
163.65	22.811							
163.80	22.893							
163.95	22.968							
164.09	23.081							
164.24	23.205							
164.39	23.318							
164.54	23.402							
164.69	23.470							
164.84	23.540							
164.99	23.601							
165.14	23.680							
165.29	23.856							
165.44	24.016							
165.59	24.188							
165.73	24.311							
165.88	24.415							
166.03	24.442							
166.18	23.762							
166.33	23.473							
166.48	23.420							
166.63	23.382							
166.78	23.375							
166.93	23.399							
167.08	23.420							
167.22	23.455							
167.37	23.502							
167.52	23.548							
167.67	23.632							
167.82	23.718							
167.97	23.801							
168.12	23.875							
168.27	23.940							
168.42	24.017							
168.57	24.065							
168.72	24.139							
168.86	24.218							
169.01	24.313							
169.16	24.408							
169.31	24.488							
169.46	24.595							
169.61	24.661							
169.76	24.756							
169.91	24.877							
170.06	24.949							
170.21	25.022							
170.35	25.121							
170.50	25.203							
170.65	25.275							
170.80	25.331							
170.95	25.391							
171.10	25.448							
171.25	25.517							
171.40	25.573							
171.55	25.610							
171.70	25.503							
171.85	24.517							
171.99	24.419							
172.14	24.429							
172.29	24.460							
172.44	24.498							
172.59	24.570							
172.74	24.623							
172.89	24.679							
173.04	24.737							
173.19	24.823							
173.34	24.914							
173.48	25.002							
173.63	25.064							
173.78	25.114							
173.93	25.197							
174.08	25.279							
174.23	25.343							
174.38	25.435							
174.53	25.563							
174.68	25.633							
174.83	25.697							
174.97	25.780							
175.12	25.891							
175.27	26.039							
175.42	26.163							
175.57	26.332							
175.72	26.498							
175.87	26.633							
176.02	26.791							
176.17	26.948							
176.32	27.052							
176.47	27.225							
176.61	27.346							
176.76	27.431							
176.91	27.527							
177.06	27.609							
177.21	27.667							
177.36	27.729							
177.51	27.802							
177.66	27.866							
177.81	28.038							
177.96	28.185							
178.10	28.244							
178.25	28.317							
178.40	28.361							
178.55	28.426							
178.70	28.482							
178.85	28.515							
179.00	28.543							
179.15	28.578							
179.30	28.584							
179.45	28.486							
179.60	27.435							
179.74	27.358							
179.89	27.387							
180.04	27.435							
180.19	27.468							
180.34	27.499							
180.49	27.556							
180.64	27.624							
180.79	27.691							
180.94	27.772							
181.09	27.868							
181.23	27.970							
181.38	28.101							
181.53	28.194							
181.68	28.306							
181.83	28.419							
181.98	28.504							
182.13	28.579							
182.28	28.643							
182.43	28.710							
182.58	28.762							
182.73	28.810							
182.87	28.856							
183.02	28.919							
183.17	28.967							
183.32	29.037							
183.47	29.085							
183.62	29.129							
183.77	29.141							
183.92	29.136							
184.07	28.855							
184.22	28.040							
184.36	27.962							
184.51	27.949							
184.66	27.951							
184.81	27.967							
184.96	28.008							
185.11	28.078							
185.26	28.176							
185.41	28.284							
185.56	28.375							
185.71	28.459							
185.85	28.544							
186.00	28.617							
186.15	28.680							
186.30	28.742							
186.45	28.809							
